productid,productname,productprice,customerid,customername,quantity,totalprice,area
122,Phone Cases,420,916,Vishwam,2,20511,Vadodra
153,Show Piece,585,921,Abc,6,6213,Ahmedabad
119,Banner Printing,212,917,Dhyey,4,500,Surat
111,Hoardings,287,915,Def,8,1002,Surat
120,Sipper,660,915,Vishwam,15,500,Ahmedabad
110,Phone Cases,815,918,Vishwam,2,500,Ahmedabad
110,Hoardings,422,919,Deep,2,500,Surat
126,Office Gifts,539,911,Hriday,8,4130,Ahmedabad
113,Lippan Art,265,912,Deep,3,500,Ahmedabad
126,Visiting Card,1114,912,Abc,3,23389,Ahmedabad
135,Show Piece,413,917,Def,6,1102,Ahmedabad
129,Lippan Art,335,920,Abc,2,500,Ahmedabad
118,Animal Toys,290,919,Deep,35,6369,Kheda
147,Sipper,363,913,Def,2,500,Nadiad
145,Animal Toys,484,918,Vishwam,3,848,Vadodra
146,Lippan Art,467,918,Zaki,32,3306,Kheda
142,Phone Cases,461,917,Dhyey,2,1573,Kheda
147,Visiting Card,1299,912,Abc,2,7999,Ahmedabad
123,Lightning Gift,352,914,Abc,17,9327,Surat
113,Animal Toys,407,918,Dhyey,4,890,Ahmedabad
155,Lightning Gift,547,914,Deep,7,1134,Ahmedabad
110,Office Gifts,1299,915,Dev,3,1027,Ahmedabad
111,Show Piece,734,919,Hriday,2,2141,Ahmedabad
112,Show Piece,293,914,Dev,14,500,Ahmedabad
110,Animal Toys,486,920,Ghi,9,7119,Ahmedabad
151,Lightning Gift,458,915,Abc,2,828,Matar
112,Lippan Art,753,911,Dhruv,25,7075,Surat
130,Customized Bottle,201,914,Zaki,37,6758,Nadiad
116,Lippan Art,442,912,Dhyey,14,5490,Kheda
117,Show Piece,234,918,Abc,7,500,Kheda
113,Office Gifts,408,911,Dev,2,5743,Ahmedabad
114,Phone Cases,726,918,Ghi,8,772,Surat
119,Photo Frames,132,913,Dhruv,7,12229,Surat
143,Hoardings,347,914,Zaki,6,800,Nadiad
145,Visiting Card,422,914,Def,5,1422,Ahmedabad
110,Office Gifts,1299,916,Dhyey,6,25000,Kheda
115,Show Piece,428,912,Dhruv,2,500,Ahmedabad
122,Animal Toys,565,914,Deep,7,18694,Ahmedabad
147,Phone Cases,1299,915,Def,4,4223,Kheda
156,Lightning Gift,666,920,Jkl,2,500,Vadodra
112,Lippan Art,437,918,Vishwam,2,1395,Vadodra
128,Animal Toys,384,920,Jkl,74,2031,Ahmedabad
154,Phone Cases,485,920,Dhyey,2,500,Matar
161,Show Piece,356,911,Zaki,32,9987,Nadiad
148,Customized Bottle,315,911,Naitik,36,500,Surat
117,Lippan Art,100,915,Naitik,32,639,Surat
137,Visiting Card,627,911,Hriday,42,6051,Ahmedabad
139,Show Piece,448,915,Def,7,500,Kheda
111,Lippan Art,694,919,Abc,10,7214,Matar
139,Customized Bottle,327,920,Hriday,7,500,Ahmedabad
121,Lippan Art,234,915,Ghi,2,500,Surat
116,Lippan Art,834,912,Dhruv,16,2943,Surat
119,Visiting Card,570,921,Dev,2,6647,Ahmedabad
110,Photo Frames,261,919,Jkl,2,1135,Ahmedabad
113,Hoardings,328,912,Dhyey,8,7506,Ahmedabad
113,Banner Printing,157,917,Abc,12,1134,Surat
147,Phone Cases,708,920,Jkl,2,586,Vadodra
110,Hoardings,379,915,Def,4,500,Surat
114,Visiting Card,197,913,Jkl,2,1024,Surat
112,Photo Frames,363,914,Dev,83,4447,Ahmedabad
143,Visiting Card,275,913,Abc,4,6250,Ahmedabad
156,Phone Cases,545,913,Hriday,10,500,Ahmedabad
140,Animal Toys,202,915,Ghi,3,14236,Vadodra
113,Photo Frames,261,918,Dev,2,7337,Ahmedabad
110,Lightning Gift,565,921,Ghi,38,2490,Vadodra
143,Sipper,633,920,Hriday,2,500,Ahmedabad
132,Phone Cases,260,921,Jkl,2,1735,Ahmedabad
124,Office Gifts,402,919,Ghi,20,10141,Ahmedabad
110,Customized Bottle,772,918,Jkl,6,4031,Vadodra
120,Customized Bottle,566,914,Jkl,2,8788,Ahmedabad
151,Phone Cases,330,916,Naitik,2,1129,Ahmedabad
124,Animal Toys,331,913,Dhruv,33,637,Surat
110,Lightning Gift,588,916,Deep,17,500,Ahmedabad
113,Hoardings,129,920,Dhruv,100,12479,Surat
111,Photo Frames,556,914,Deep,2,500,Ahmedabad
148,Phone Cases,423,919,Vishwam,43,893,Ahmedabad
110,Banner Printing,212,915,Dhruv,2,500,Surat
152,Phone Cases,1299,912,Dev,2,1052,Surat
152,Sipper,724,919,Vishwam,2,1772,Kheda
110,Animal Toys,100,912,Naitik,24,616,Surat
121,Phone Cases,1299,920,Ghi,2,2189,Kheda
113,Sipper,541,911,Dhyey,5,7955,Ahmedabad
150,Show Piece,568,919,Dhruv,2,1880,Ahmedabad
118,Photo Frames,574,915,Deep,6,6914,Surat
118,Photo Frames,264,917,Deep,5,699,Ahmedabad
113,Photo Frames,1213,918,Naitik,5,2021,Nadiad
143,Phone Cases,538,914,Vishwam,44,14855,Vadodra
148,Sipper,482,914,Vishwam,2,500,Ahmedabad
111,Lightning Gift,225,914,Zaki,12,25000,Nadiad
116,Show Piece,220,918,Abc,4,4216,Ahmedabad
139,Phone Cases,100,912,Ghi,2,5022,Surat
120,Visiting Card,233,911,Dhruv,3,711,Surat
110,Office Gifts,395,911,Dhruv,3,768,Vadodra
113,Visiting Card,300,918,Deep,10,500,Surat
148,Sipper,429,914,Hriday,32,500,Nadiad
142,Lightning Gift,553,920,Jkl,2,500,Vadodra
138,Phone Cases,679,917,Zaki,2,682,Vadodra
114,Lippan Art,1227,920,Dhyey,11,8350,Surat
113,Lippan Art,417,917,Ghi,4,4358,Kheda
134,Sipper,596,917,Ghi,2,500,Ahmedabad
160,Animal Toys,462,914,Dhyey,10,4559,Vadodra
119,Hoardings,520,917,Dhyey,10,25000,Kheda
117,Office Gifts,100,911,Dhruv,33,6703,Surat
155,Visiting Card,399,920,Deep,2,1793,Surat
110,Office Gifts,527,919,Dev,2,500,Ahmedabad
120,Banner Printing,100,911,Naitik,2,6728,Ahmedabad
143,Sipper,139,913,Zaki,4,7265,Nadiad
147,Customized Bottle,499,914,Vishwam,8,6247,Kheda
112,Lightning Gift,329,918,Vishwam,5,17164,Ahmedabad
121,Visiting Card,1299,920,Deep,96,23808,Ahmedabad
120,Show Piece,163,912,Zaki,9,8333,Surat
111,Banner Printing,786,920,Dev,73,6112,Vadodra
137,Show Piece,459,921,Abc,19,922,Vadodra
121,Lippan Art,119,916,Dhruv,4,1338,Nadiad
154,Phone Cases,609,918,Vishwam,4,4876,Vadodra
134,Sipper,1299,911,Dhruv,5,4816,Ahmedabad
155,Hoardings,178,913,Vishwam,7,960,Matar
146,Phone Cases,421,915,Vishwam,11,778,Vadodra
110,Office Gifts,1258,913,Abc,2,5851,Ahmedabad
149,Customized Bottle,450,913,Zaki,100,7450,Ahmedabad
111,Banner Printing,426,916,Vishwam,6,1305,Matar
141,Lightning Gift,464,920,Def,2,500,Vadodra
110,Banner Printing,224,915,Dhruv,2,500,Vadodra
115,Show Piece,522,918,Jkl,2,500,Vadodra
161,Sipper,1299,913,Zaki,30,3400,Nadiad
112,Sipper,415,912,Vishwam,2,16035,Ahmedabad
122,Hoardings,365,919,Abc,8,2534,Matar
138,Sipper,693,918,Jkl,2,3774,Vadodra
111,Photo Frames,516,916,Def,2,500,Ahmedabad
114,Banner Printing,185,914,Dhruv,2,500,Surat
163,Sipper,401,918,Zaki,2,2772,Nadiad
113,Hoardings,152,915,Naitik,2,20299,Surat
133,Customized Bottle,495,918,Dhyey,2,2503,Kheda
154,Lightning Gift,192,914,Zaki,8,500,Surat
123,Visiting Card,138,918,Dev,3,25000,Nadiad
110,Banner Printing,435,915,Ghi,2,500,Ahmedabad
154,Customized Bottle,398,921,Hriday,7,5101,Nadiad
112,Show Piece,100,916,Dhruv,2,1057,Surat
163,Photo Frames,464,914,Zaki,20,9989,Ahmedabad
147,Sipper,485,922,Hriday,2,737,Vadodra
118,Lippan Art,179,913,Naitik,2,500,Surat
110,Show Piece,665,920,Abc,4,6160,Ahmedabad
111,Sipper,100,912,Vishwam,2,500,Surat
137,Lightning Gift,1299,921,Def,2,500,Ahmedabad
115,Lippan Art,547,916,Def,2,4421,Kheda
156,Phone Cases,459,919,Dev,2,500,Vadodra
118,Photo Frames,913,917,Naitik,7,8190,Surat
110,Photo Frames,614,917,Jkl,2,500,Vadodra
114,Phone Cases,486,911,Dhyey,2,1400,Nadiad
148,Phone Cases,454,918,Hriday,5,932,Ahmedabad
144,Lightning Gift,100,918,Jkl,2,500,Surat
144,Animal Toys,428,919,Dhyey,2,500,Vadodra
147,Animal Toys,489,920,Jkl,4,1101,Ahmedabad
148,Animal Toys,373,915,Deep,2,1671,Vadodra
113,Photo Frames,266,917,Vishwam,10,500,Vadodra
147,Customized Bottle,392,914,Zaki,3,500,Nadiad
116,Sipper,652,917,Deep,9,807,Ahmedabad
153,Photo Frames,568,919,Jkl,27,9379,Ahmedabad
128,Visiting Card,241,912,Deep,100,500,Vadodra
121,Banner Printing,447,913,Deep,3,500,Surat
125,Phone Cases,423,912,Vishwam,2,1769,Vadodra
118,Show Piece,502,914,Deep,2,2307,Vadodra
133,Office Gifts,1299,912,Deep,4,7122,Ahmedabad
128,Customized Bottle,252,911,Zaki,44,13002,Nadiad
117,Customized Bottle,400,915,Dhyey,2,5995,Ahmedabad
145,Office Gifts,397,915,Zaki,2,6127,Ahmedabad
144,Hoardings,335,918,Jkl,2,1482,Vadodra
157,Photo Frames,578,913,Hriday,2,500,Matar
150,Customized Bottle,247,913,Zaki,5,5546,Nadiad
142,Lightning Gift,291,921,Vishwam,2,500,Vadodra
122,Lightning Gift,359,917,Abc,7,2230,Ahmedabad
149,Sipper,667,915,Dev,2,2395,Ahmedabad
135,Lightning Gift,542,913,Jkl,10,1782,Vadodra
129,Lightning Gift,402,919,Jkl,19,7868,Nadiad
111,Lippan Art,235,919,Abc,11,13149,Ahmedabad
110,Photo Frames,377,915,Deep,3,962,Ahmedabad
112,Phone Cases,418,917,Dhruv,2,500,Vadodra
118,Visiting Card,249,916,Abc,2,5687,Ahmedabad
159,Customized Bottle,394,915,Zaki,10,2540,Nadiad
144,Sipper,613,921,Def,2,541,Ahmedabad
152,Photo Frames,660,914,Deep,2,762,Vadodra
141,Show Piece,536,920,Vishwam,5,818,Vadodra
134,Lightning Gift,452,916,Naitik,2,883,Kheda
118,Banner Printing,100,912,Dhruv,8,748,Surat
153,Lightning Gift,404,922,Jkl,2,500,Nadiad
115,Hoardings,100,920,Dhruv,12,5172,Ahmedabad
162,Show Piece,364,921,Jkl,2,583,Surat
110,Photo Frames,893,912,Dhruv,16,1991,Kheda
145,Show Piece,477,916,Zaki,4,500,Vadodra
112,Lippan Art,1106,916,Deep,9,23547,Ahmedabad
163,Phone Cases,465,912,Zaki,20,12596,Nadiad
124,Animal Toys,100,913,Naitik,2,540,Surat
124,Visiting Card,1299,915,Zaki,100,905,Vadodra
115,Lightning Gift,433,920,Vishwam,8,2332,Surat
118,Sipper,403,913,Def,3,500,Ahmedabad
163,Customized Bottle,639,911,Jkl,12,10920,Nadiad
158,Hoardings,207,913,Zaki,5,9594,Nadiad
141,Lippan Art,422,915,Zaki,4,915,Kheda
111,Show Piece,162,912,Dhruv,7,500,Surat
110,Visiting Card,1299,917,Abc,5,22551,Ahmedabad
110,Photo Frames,465,916,Deep,2,500,Matar
115,Phone Cases,328,912,Vishwam,5,500,Matar
136,Show Piece,527,919,Deep,2,1889,Vadodra
118,Banner Printing,421,911,Dhruv,2,684,Surat
141,Show Piece,551,919,Zaki,4,1203,Vadodra
119,Photo Frames,423,913,Abc,9,3855,Matar
139,Show Piece,348,917,Abc,72,5287,Ahmedabad
110,Banner Printing,1285,922,Jkl,2,1561,Vadodra
124,Phone Cases,425,919,Vishwam,12,500,Surat
110,Hoardings,394,916,Dhruv,29,1700,Surat
115,Photo Frames,724,920,Def,2,7678,Vadodra
153,Customized Bottle,343,914,Zaki,3,3097,Nadiad
111,Visiting Card,232,911,Abc,17,8119,Ahmedabad
147,Sipper,559,919,Def,2,500,Ahmedabad
110,Hoardings,100,914,Naitik,11,1879,Kheda
117,Office Gifts,546,913,Naitik,17,10671,Ahmedabad
116,Lippan Art,263,916,Zaki,38,500,Kheda
139,Visiting Card,391,918,Deep,2,7607,Ahmedabad
114,Lippan Art,109,917,Dhyey,11,6632,Kheda
116,Photo Frames,405,922,Deep,9,500,Matar
123,Customized Bottle,527,922,Ghi,29,981,Vadodra
121,Photo Frames,110,913,Abc,11,500,Surat
133,Lippan Art,552,921,Jkl,2,500,Vadodra
122,Customized Bottle,100,920,Ghi,11,2119,Surat
118,Visiting Card,667,911,Dhruv,2,3141,Nadiad
152,Customized Bottle,642,922,Dhyey,12,9610,Nadiad
116,Customized Bottle,549,913,Zaki,21,25000,Nadiad
148,Show Piece,414,911,Dev,2,716,Ahmedabad
118,Animal Toys,100,921,Ghi,5,500,Surat
119,Hoardings,418,918,Abc,4,2565,Kheda
154,Animal Toys,112,913,Vishwam,10,5656,Surat
147,Lightning Gift,619,920,Vishwam,2,500,Ahmedabad
111,Sipper,487,913,Deep,3,500,Ahmedabad
140,Lightning Gift,511,917,Vishwam,100,6581,Nadiad
117,Show Piece,583,914,Ghi,2,3873,Ahmedabad
149,Visiting Card,526,918,Abc,2,1041,Ahmedabad
114,Photo Frames,706,915,Zaki,4,500,Matar
115,Phone Cases,269,918,Naitik,5,500,Vadodra
117,Lightning Gift,545,919,Hriday,3,500,Kheda
117,Animal Toys,496,912,Ghi,9,500,Ahmedabad
114,Show Piece,1299,917,Ghi,3,25000,Kheda
155,Banner Printing,382,915,Vishwam,31,5651,Nadiad
137,Visiting Card,641,921,Deep,2,732,Ahmedabad
146,Animal Toys,390,914,Dev,7,25000,Vadodra
131,Customized Bottle,796,918,Zaki,23,9079,Nadiad
112,Animal Toys,495,922,Jkl,2,1451,Ahmedabad
121,Customized Bottle,443,917,Deep,12,2459,Ahmedabad
135,Show Piece,360,920,Hriday,13,19935,Ahmedabad
110,Phone Cases,284,916,Naitik,6,1248,Ahmedabad
134,Customized Bottle,626,922,Hriday,4,6240,Vadodra
113,Photo Frames,446,915,Ghi,3,500,Vadodra
115,Animal Toys,289,919,Dhruv,2,609,Surat
142,Banner Printing,455,918,Dev,2,5493,Ahmedabad
141,Phone Cases,325,913,Vishwam,2,1920,Nadiad
114,Visiting Card,1299,918,Dev,4,7690,Ahmedabad
116,Visiting Card,501,918,Deep,2,25000,Ahmedabad
110,Hoardings,1205,916,Zaki,2,871,Ahmedabad
119,Hoardings,100,920,Vishwam,2,500,Surat
145,Lightning Gift,572,920,Dev,2,848,Vadodra
136,Animal Toys,435,912,Dev,5,591,Kheda
148,Hoardings,177,916,Ghi,6,996,Matar
137,Photo Frames,248,921,Dhruv,6,500,Surat
138,Photo Frames,596,912,Jkl,24,3204,Vadodra
155,Customized Bottle,600,916,Ghi,9,25000,Vadodra
115,Hoardings,136,920,Deep,9,500,Surat
110,Visiting Card,724,916,Dhruv,8,1688,Ahmedabad
110,Show Piece,270,916,Dhruv,2,2042,Ahmedabad
113,Visiting Card,237,916,Dhyey,4,13042,Ahmedabad
125,Customized Bottle,624,919,Def,2,2561,Nadiad
149,Lightning Gift,364,912,Hriday,28,11969,Ahmedabad
110,Banner Printing,393,917,Naitik,13,500,Kheda
120,Lightning Gift,371,920,Deep,2,1559,Vadodra
138,Show Piece,431,920,Zaki,2,750,Surat
163,Customized Bottle,254,911,Zaki,33,1415,Nadiad
143,Office Gifts,1182,912,Def,100,8679,Ahmedabad
118,Animal Toys,198,916,Ghi,6,2087,Surat
163,Visiting Card,538,918,Deep,2,4747,Ahmedabad
112,Animal Toys,796,914,Naitik,4,500,Surat
111,Phone Cases,313,922,Ghi,3,4518,Ahmedabad
125,Lightning Gift,383,918,Jkl,2,500,Vadodra
124,Photo Frames,266,914,Dhruv,12,8319,Ahmedabad
118,Office Gifts,500,918,Deep,2,924,Ahmedabad
144,Sipper,1299,911,Def,3,500,Ahmedabad
115,Show Piece,290,914,Abc,6,500,Ahmedabad
123,Customized Bottle,659,919,Zaki,8,1178,Nadiad
115,Sipper,298,922,Dhruv,2,1453,Matar
136,Show Piece,620,913,Dhyey,2,654,Ahmedabad
118,Hoardings,101,913,Dhruv,12,1141,Surat
121,Lightning Gift,495,914,Jkl,4,627,Vadodra
111,Lippan Art,226,918,Ghi,69,5133,Surat
163,Customized Bottle,376,922,Zaki,2,1679,Matar
110,Lippan Art,757,917,Deep,5,943,Ahmedabad
163,Customized Bottle,453,917,Zaki,18,10197,Nadiad
158,Hoardings,100,918,Dhruv,2,952,Surat
117,Customized Bottle,100,914,Dhruv,2,3670,Surat
163,Animal Toys,407,921,Deep,6,1157,Nadiad
139,Office Gifts,362,914,Deep,2,500,Kheda
112,Lippan Art,567,919,Dhyey,23,6517,Kheda
111,Lippan Art,631,912,Dhyey,18,500,Kheda
138,Office Gifts,581,915,Dev,2,4791,Ahmedabad
146,Photo Frames,100,919,Dhruv,26,1891,Surat
138,Hoardings,291,912,Dev,11,1846,Surat
114,Visiting Card,100,915,Ghi,2,500,Ahmedabad
141,Phone Cases,553,917,Jkl,2,1546,Ahmedabad
110,Banner Printing,388,919,Dhyey,2,5476,Vadodra
121,Hoardings,159,917,Dhruv,29,1640,Surat
114,Banner Printing,706,912,Naitik,14,7378,Ahmedabad
152,Visiting Card,543,919,Deep,2,1534,Vadodra
163,Customized Bottle,498,916,Zaki,65,12704,Nadiad
110,Office Gifts,404,917,Abc,69,742,Ahmedabad
138,Customized Bottle,446,913,Vishwam,5,7271,Kheda
152,Lightning Gift,610,919,Def,2,1446,Vadodra
113,Animal Toys,240,921,Hriday,5,507,Surat
119,Lippan Art,1299,912,Vishwam,22,1261,Surat
110,Photo Frames,387,911,Naitik,4,10901,Ahmedabad
154,Lightning Gift,378,918,Abc,5,1134,Vadodra
112,Sipper,236,918,Deep,6,1046,Surat
110,Phone Cases,264,916,Ghi,28,4746,Kheda
114,Lightning Gift,379,918,Jkl,2,982,Kheda
110,Hoardings,100,915,Dhruv,90,620,Surat
162,Customized Bottle,417,911,Zaki,31,10019,Nadiad
114,Photo Frames,181,915,Naitik,2,500,Kheda
110,Visiting Card,546,912,Dev,4,4773,Ahmedabad
130,Lippan Art,652,919,Deep,2,500,Kheda
121,Visiting Card,551,919,Deep,2,500,Vadodra
136,Sipper,549,920,Hriday,4,500,Nadiad
142,Visiting Card,442,913,Abc,4,19072,Ahmedabad
123,Banner Printing,100,916,Naitik,13,500,Surat
112,Lippan Art,210,911,Dhyey,100,5863,Kheda
115,Hoardings,202,915,Naitik,10,500,Surat
154,Customized Bottle,545,913,Zaki,34,10062,Nadiad
121,Lightning Gift,231,919,Jkl,10,500,Surat
111,Banner Printing,378,911,Def,6,500,Surat
110,Hoardings,279,919,Zaki,5,1335,Vadodra
147,Lippan Art,333,920,Deep,6,3077,Surat
111,Office Gifts,747,911,Naitik,15,1308,Ahmedabad
123,Photo Frames,413,922,Deep,25,500,Matar
145,Photo Frames,474,919,Naitik,3,3258,Vadodra
163,Phone Cases,382,916,Vishwam,2,901,Ahmedabad
117,Office Gifts,354,917,Abc,2,1694,Matar
115,Office Gifts,341,917,Deep,3,2200,Matar
110,Photo Frames,281,918,Deep,5,500,Ahmedabad
115,Photo Frames,950,919,Ghi,8,3418,Surat
117,Hoardings,100,912,Ghi,4,500,Surat
155,Phone Cases,376,919,Vishwam,21,7176,Vadodra
117,Customized Bottle,1299,916,Dhyey,100,500,Kheda
142,Office Gifts,382,921,Ghi,2,994,Vadodra
110,Photo Frames,1299,913,Dhruv,10,8037,Kheda
139,Animal Toys,665,919,Deep,4,500,Vadodra
115,Customized Bottle,444,915,Zaki,6,25000,Kheda
118,Banner Printing,215,919,Abc,2,16702,Ahmedabad
110,Animal Toys,384,914,Naitik,10,1155,Surat
147,Photo Frames,588,918,Vishwam,2,1017,Matar
163,Customized Bottle,479,914,Zaki,24,10345,Nadiad
121,Sipper,248,914,Ghi,10,4534,Surat
130,Customized Bottle,351,918,Vishwam,4,1956,Nadiad
116,Phone Cases,293,915,Vishwam,9,847,Ahmedabad
117,Lippan Art,358,917,Zaki,10,5511,Kheda
157,Customized Bottle,344,914,Zaki,2,2239,Nadiad
115,Photo Frames,576,915,Jkl,2,579,Matar
118,Animal Toys,540,921,Dev,6,1779,Surat
114,Photo Frames,419,919,Hriday,83,592,Matar
148,Office Gifts,137,912,Naitik,7,827,Surat
156,Customized Bottle,460,920,Vishwam,2,778,Nadiad
120,Show Piece,706,916,Zaki,11,1256,Nadiad
144,Customized Bottle,427,911,Dhruv,19,1386,Ahmedabad
120,Lightning Gift,494,917,Zaki,32,11025,Ahmedabad
115,Sipper,1299,911,Hriday,100,25000,Ahmedabad
116,Hoardings,100,916,Deep,13,2037,Surat
118,Lightning Gift,395,913,Abc,2,500,Ahmedabad
150,Customized Bottle,560,916,Vishwam,2,500,Vadodra
116,Office Gifts,324,911,Deep,6,724,Ahmedabad
116,Visiting Card,693,912,Dev,35,7953,Ahmedabad
140,Animal Toys,543,919,Naitik,4,500,Kheda
124,Customized Bottle,494,912,Dhyey,22,6029,Nadiad
119,Lightning Gift,1299,914,Abc,2,1393,Ahmedabad
110,Phone Cases,120,911,Dhruv,2,5771,Surat
113,Banner Printing,346,911,Dhruv,2,500,Ahmedabad
110,Hoardings,601,915,Dhruv,2,500,Ahmedabad
113,Lippan Art,452,916,Dhruv,2,1128,Surat
147,Animal Toys,316,914,Zaki,5,4274,Vadodra
153,Show Piece,388,918,Dhruv,4,969,Surat
145,Lippan Art,365,917,Vishwam,3,500,Vadodra
120,Sipper,573,916,Dev,2,500,Ahmedabad
113,Lippan Art,1299,911,Hriday,4,6569,Ahmedabad
152,Banner Printing,288,912,Deep,2,1294,Vadodra
110,Banner Printing,838,912,Naitik,8,500,Surat
156,Phone Cases,558,915,Jkl,2,1263,Vadodra
116,Visiting Card,1090,917,Abc,100,5560,Kheda
118,Customized Bottle,384,911,Zaki,11,957,Ahmedabad
150,Photo Frames,417,919,Vishwam,40,849,Vadodra
121,Lightning Gift,582,914,Vishwam,3,7159,Vadodra
147,Show Piece,435,920,Jkl,6,500,Surat
119,Photo Frames,586,917,Deep,7,2086,Matar
114,Show Piece,371,916,Zaki,32,9152,Surat
149,Lightning Gift,546,921,Jkl,2,671,Vadodra
120,Hoardings,426,911,Deep,11,11709,Nadiad
118,Visiting Card,426,918,Abc,5,25000,Ahmedabad
149,Office Gifts,602,914,Zaki,8,8955,Nadiad
119,Visiting Card,423,913,Abc,52,1218,Ahmedabad
119,Customized Bottle,256,917,Naitik,2,595,Ahmedabad
123,Customized Bottle,363,912,Naitik,78,500,Vadodra
114,Office Gifts,414,917,Abc,60,6409,Ahmedabad
155,Lightning Gift,395,915,Ghi,23,3584,Surat
156,Customized Bottle,100,917,Dhruv,4,1348,Surat
127,Office Gifts,392,911,Zaki,4,773,Ahmedabad
115,Hoardings,349,917,Hriday,2,992,Surat
110,Lippan Art,348,912,Dhyey,8,7183,Kheda
113,Photo Frames,452,916,Deep,5,1786,Matar
148,Lightning Gift,472,919,Vishwam,2,875,Vadodra
111,Visiting Card,250,917,Dhruv,4,19798,Ahmedabad
139,Photo Frames,574,912,Ghi,2,1099,Matar
110,Visiting Card,244,911,Dhruv,10,794,Surat
110,Banner Printing,592,917,Dhyey,13,6702,Kheda
121,Hoardings,100,919,Hriday,2,500,Surat
110,Hoardings,392,917,Jkl,16,968,Ahmedabad
116,Photo Frames,173,916,Deep,2,500,Vadodra
116,Office Gifts,144,911,Ghi,5,4967,Surat
112,Lippan Art,1299,918,Dev,9,7401,Kheda
119,Banner Printing,700,911,Naitik,2,500,Ahmedabad
134,Show Piece,732,921,Jkl,2,878,Vadodra
110,Office Gifts,1205,917,Dev,63,25000,Ahmedabad
112,Office Gifts,410,913,Hriday,2,500,Ahmedabad
118,Photo Frames,501,917,Hriday,9,7370,Ahmedabad
139,Lippan Art,535,915,Zaki,3,500,Nadiad
136,Lippan Art,418,918,Dev,53,500,Ahmedabad
144,Hoardings,407,917,Dev,9,500,Ahmedabad
113,Customized Bottle,358,919,Vishwam,5,10043,Ahmedabad
134,Phone Cases,425,922,Ghi,2,2753,Ahmedabad
146,Lippan Art,597,918,Jkl,2,500,Matar
159,Lightning Gift,197,917,Vishwam,6,500,Ahmedabad
134,Lightning Gift,360,914,Zaki,14,4744,Nadiad
162,Customized Bottle,338,917,Dev,100,6141,Nadiad
139,Sipper,234,916,Dev,2,500,Surat
154,Animal Toys,356,918,Def,4,959,Ahmedabad
151,Phone Cases,479,917,Def,2,637,Vadodra
110,Lightning Gift,100,911,Dhruv,2,644,Surat
121,Photo Frames,439,915,Dhruv,13,5210,Matar
118,Office Gifts,597,911,Abc,5,9247,Ahmedabad
132,Phone Cases,755,920,Vishwam,6,500,Vadodra
139,Lightning Gift,703,922,Ghi,4,4408,Surat
150,Show Piece,687,919,Dev,16,1714,Ahmedabad
157,Show Piece,435,919,Ghi,8,500,Surat
110,Office Gifts,693,913,Dev,2,906,Ahmedabad
141,Photo Frames,193,920,Jkl,2,894,Vadodra
145,Photo Frames,373,914,Dhruv,2,891,Matar
149,Lightning Gift,1299,917,Def,2,1500,Ahmedabad
152,Animal Toys,402,919,Vishwam,2,1707,Vadodra
115,Photo Frames,288,919,Deep,2,1915,Matar
120,Show Piece,394,919,Abc,100,7556,Matar
141,Lippan Art,547,920,Dhyey,2,9110,Ahmedabad
162,Phone Cases,149,918,Naitik,2,1055,Surat
149,Phone Cases,753,921,Hriday,6,943,Vadodra
134,Customized Bottle,184,915,Def,3,500,Surat
110,Phone Cases,1299,912,Dhruv,100,4407,Nadiad
157,Office Gifts,682,914,Jkl,2,745,Ahmedabad
110,Visiting Card,134,912,Dhruv,2,500,Matar
116,Lippan Art,986,911,Hriday,2,9527,Ahmedabad
141,Phone Cases,641,918,Vishwam,2,500,Vadodra
150,Lippan Art,447,921,Dev,22,2001,Ahmedabad
110,Lightning Gift,1299,919,Dev,3,5648,Ahmedabad
123,Customized Bottle,443,911,Deep,12,2691,Matar
110,Office Gifts,1299,914,Dev,5,500,Ahmedabad
144,Hoardings,406,914,Zaki,6,1821,Surat
145,Visiting Card,252,920,Abc,17,863,Ahmedabad
111,Photo Frames,1299,911,Abc,12,958,Ahmedabad
115,Lightning Gift,531,918,Deep,2,2135,Matar
152,Customized Bottle,551,922,Zaki,2,6489,Nadiad
110,Hoardings,969,918,Deep,9,1443,Ahmedabad
137,Show Piece,666,916,Ghi,2,655,Ahmedabad
115,Lightning Gift,462,918,Def,8,6718,Surat
118,Lippan Art,411,911,Ghi,9,500,Ahmedabad
116,Lippan Art,325,915,Deep,10,4436,Matar
121,Hoardings,100,918,Ghi,3,1569,Surat
161,Photo Frames,490,911,Zaki,10,7493,Nadiad
148,Lightning Gift,580,918,Dhyey,2,6818,Vadodra
154,Show Piece,520,921,Def,2,500,Matar
135,Show Piece,463,921,Jkl,4,500,Vadodra
116,Lightning Gift,100,915,Naitik,2,500,Surat
148,Hoardings,407,914,Ghi,25,1417,Ahmedabad
110,Lippan Art,391,918,Dev,9,905,Ahmedabad
112,Visiting Card,476,912,Abc,29,614,Kheda
116,Customized Bottle,217,922,Deep,21,11704,Surat
146,Phone Cases,624,920,Deep,45,15625,Vadodra
119,Animal Toys,1052,919,Ghi,2,2850,Surat
114,Customized Bottle,446,915,Jkl,8,4652,Surat
113,Hoardings,753,914,Deep,2,1562,Nadiad
120,Photo Frames,366,911,Jkl,18,21073,Kheda
154,Phone Cases,549,914,Vishwam,2,6384,Vadodra
120,Animal Toys,605,911,Dhyey,5,500,Kheda
